fips,unemp
45015,40000
45017,40000
45019,40000
45021,40000
45023,40000
45025,40000
45027,40000
45029,40000
45031,40000
45033,40000
45035,40000
45037,40000
45039,40000
45041,40000
45043,40000
45045,40000
45047,40000
45049,40000
45051,40000
45053,40000
45055,40000
45057,40000
45059,40000
45061,40000
45063,40000
45065,40000
45067,40000
45069,40000
45071,40000
45073,40000
45075,40000
45077,40000
45079,40000
45081,40000
45083,40000
45085,40000
45087,40000
45089,40000
45091,40000
46003,40000
46005,40000
46007,40000
46009,40000
46011,40000
46013,40000
46015,40000
46017,40000
46019,40000
46021,40000
46023,40000
46025,40000
46027,40000
46029,40000
46031,40000
46033,40000
46035,40000
46037,40000
46039,40000
46041,40000
46043,40000
46045,40000
46047,40000
46049,40000
46051,40000
46053,40000
46055,40000
46057,40000
46059,40000
46061,40000
46063,40000
46065,40000
46067,40000
46069,40000
46071,40000
46073,40000
46075,40000
46077,40000
46079,40000
46081,40000
46083,40000
46085,40000
46087,40000
46089,40000
46091,40000
46093,40000
46095,40000
46097,40000
46099,40000
46101,40000
46102,40000
46103,40000
46105,40000
46107,40000
46109,40000
46111,40000
46115,40000
46117,40000
46119,40000
46121,40000
46123,40000
46125,40000
46127,40000
46129,40000
46135,40000
46137,40000
47001,40000
47003,40000
47005,40000
47007,40000
47009,40000
47011,40000
47013,40000
47015,40000
47017,40000
47019,40000
47021,40000
47023,40000
47025,40000
47027,40000
47029,40000
47031,40000
47033,40000
47035,40000
47037,40000
47039,40000
47041,40000
47043,40000
47045,40000
47049,40000
47051,40000
47053,40000
47055,40000
47057,40000
47059,40000
47061,40000
47063,40000
47065,40000
47067,40000
47069,40000
47071,40000
47073,40000
47075,40000
47077,40000
47079,40000
47081,40000
47083,40000
47085,40000
47087,40000
47089,40000
47091,40000
47093,40000
47095,40000
47097,40000
47099,40000
47101,40000
47103,40000
47105,40000
47107,40000
47109,40000
47111,40000
47113,40000
47115,40000
47117,40000
47119,40000
47121,40000
47123,40000
47125,40000
47127,40000
47129,40000
47131,40000
47133,40000
47135,40000
47137,40000
47139,40000
47141,40000
47143,40000
47145,40000
47147,40000
47149,40000
47151,40000
47153,40000
47155,40000
47159,40000
47161,40000
47163,40000
47165,40000
47169,40000
47171,40000
47173,40000
47175,40000
47177,40000
47179,40000
47181,40000
47183,40000
47185,40000
47187,40000
47189,40000
48001,40000
48003,40000
48005,40000
48007,40000
48009,40000
48011,40000
48013,40000
48015,40000
48017,40000
48019,40000
48021,40000
48023,40000
48025,40000
48027,40000
48029,40000
48031,40000
48033,40000
48035,40000
48037,40000
48039,40000
48041,40000
48043,40000
48045,40000
48047,40000
48049,40000
48051,40000
48053,40000
48055,40000
48057,40000
48059,40000
48061,40000
48063,40000
48065,40000
48067,40000
48069,40000
48071,40000
48073,40000
48075,40000
48077,40000
48079,40000
48081,40000
48083,40000
48085,40000
48087,40000
48089,40000
48091,40000
48093,40000
48095,40000
48097,40000
48099,40000
48101,40000
48103,40000
48105,40000
48107,40000
48109,40000
48111,40000
48113,40000
48115,40000
48117,40000
48119,40000
48121,40000
48123,40000
48125,40000
48127,40000
48129,40000
48131,40000
48133,40000
48135,40000
48137,40000
48139,40000
48141,40000
48143,40000
48145,40000
48147,40000
48149,40000
48151,40000
48153,40000
48155,40000
48157,40000
48159,40000
48161,40000
48163,40000
48165,40000
48167,40000
48169,40000
48171,40000
48173,40000
48175,40000
48177,40000
48179,40000
48181,40000
48183,40000
48185,40000
48187,40000
48189,40000
48191,40000
48193,40000
48195,40000
48197,40000
48199,40000
48201,40000
48203,40000
48205,40000
48207,40000
48209,40000
48211,40000
48213,40000
48215,40000
48217,40000
48219,40000
48221,40000
48223,40000
48225,40000
48227,40000
48229,40000
48231,40000
48233,40000
48235,40000
48237,40000
48239,40000
48241,40000
48243,40000
48245,40000
48247,40000
48249,40000
48251,40000
48253,40000
48255,40000
48257,40000
48259,40000
48261,40000
48263,40000
48265,40000
48267,40000
48269,40000
48271,40000
48273,40000
48275,40000
48277,40000
48279,40000
48281,40000
48283,40000
48285,40000
48287,40000
48289,40000
48291,40000
48293,40000
48295,40000
48297,40000
48299,40000
48301,40000
48303,40000
48305,40000
48307,40000
48309,40000
48311,40000
48313,40000
48315,40000
48317,40000
48319,40000
48321,40000
48323,40000
48325,40000
48327,40000
48329,40000
48331,40000
48333,40000
48335,40000
48337,40000
48339,40000
48341,40000
48343,40000
48345,40000
48347,40000
48349,40000
48351,40000
48353,40000
48355,40000
48357,40000
48359,40000
48361,40000
48363,40000
48365,40000
48367,40000
48369,40000
48371,40000
48373,40000
48375,40000
48377,40000
48379,40000
48381,40000
48383,40000
48385,40000
48387,40000
48389,40000
48391,40000
48393,40000
48395,40000
48397,40000
48399,40000
48401,40000
48403,40000
48405,40000
48407,40000
48409,40000
48411,40000
48413,40000
48415,40000
48417,40000
48419,40000
48421,40000
48423,40000
48425,40000
48427,40000
48429,40000
48431,40000
48433,40000
48435,40000
48437,40000
48439,40000
48441,40000
48443,40000
48445,40000
48447,40000
48449,40000
48451,40000
48453,40000
48455,40000
48457,40000
48459,40000
48461,40000
48463,40000
48465,40000
48467,40000
48469,40000
48471,40000
48473,40000
48475,40000
48477,40000
48479,40000
48481,40000
48483,40000
48485,40000
48487,40000
48489,40000
48491,40000
48493,40000
48495,40000
48497,40000
48499,40000
48501,40000
48503,40000
48505,40000
48507,40000
49001,40000
49003,40000
49005,40000
49007,40000
49009,40000
49011,40000
49013,40000
49015,40000
49017,40000
49019,40000
49021,40000
49023,40000
49025,40000
49027,40000
49029,40000
49031,40000
49033,40000
49035,40000
49037,40000
49039,40000
49041,40000
49043,40000
49045,40000
49047,40000
49049,40000
49051,40000
49053,40000
49055,40000
49057,40000
50001,40000
50003,40000
50005,40000
50007,40000
50009,40000
50011,40000
50013,40000
50015,40000
50017,40000
50019,40000
50021,40000
50023,40000
50025,40000
50027,40000
51001,40000
51003,40000
51005,40000
51007,40000
51009,40000
51011,40000
51013,40000
51015,40000
51017,40000
51019,40000
51021,40000
51023,40000
51025,40000
51027,40000
51029,40000
51031,40000
51033,40000
51035,40000
51036,40000
51037,40000
51041,40000
51043,40000
51045,40000
51047,40000
51049,40000
51051,40000
51053,40000
51057,40000
51059,40000
51061,40000
51063,40000
51065,40000
51067,40000
51069,40000
51071,40000
51073,40000
51075,40000
51077,40000
51079,40000
51081,40000
51083,40000
51085,40000
51087,40000
51089,40000
51091,40000
51093,40000
51095,40000
51097,40000
51099,40000
51101,40000
51103,40000
51105,40000
51107,40000
51109,40000
51111,40000
51113,40000
51115,40000
51117,40000
51119,40000
51121,40000
51125,40000
51127,40000
51131,40000
51133,40000
51135,40000
51137,40000
51139,40000
51141,40000
51143,40000
51145,40000
51147,40000
51149,40000
51153,40000
51155,40000
51157,40000
51159,40000
51161,40000
51163,40000
51165,40000
51167,40000
51169,40000
51171,40000
51173,40000
51175,40000
51177,40000
51179,40000
51181,40000
51183,40000
51185,40000
51187,40000
51191,40000
51193,40000
51195,40000
51197,40000
51199,40000
51510,40000
51520,40000
51530,40000
51540,40000
51550,40000
51570,40000
51580,40000
51590,40000
51595,40000
51600,40000
51610,40000
51620,40000
51630,40000
51640,40000
51650,40000
51660,40000
51670,40000
51678,40000
51680,40000
51683,40000
51685,40000
51690,40000
51700,40000
51710,40000
51720,40000
51730,40000
51735,40000
51740,40000
51750,40000
51760,40000
51770,40000
51775,40000
51790,40000
51800,40000
51810,40000
51820,40000
51830,40000
51840,40000
53001,40000
53003,40000
53005,40000
53007,40000
53009,40000
53011,40000
53013,40000
53015,40000
53017,40000
53019,40000
53021,40000
53023,40000
53025,40000
53027,40000
53029,40000
53031,40000
53033,40000
53035,40000
53037,40000
53039,40000
53041,40000
53043,40000
53045,40000
53047,40000
53049,40000
53051,40000
53053,40000
53055,40000
53057,40000
53059,40000
53061,40000
53063,40000
53065,40000
53067,40000
53069,40000
53071,40000
53073,40000
53075,40000
53077,40000
54001,40000
54003,40000
54005,40000
54007,40000
54009,40000
54011,40000
54013,40000
54015,40000
54017,40000
54019,40000
54021,40000
54023,40000
54025,40000
54027,40000
54029,40000
54031,40000
54033,40000
54035,40000
54037,40000
54039,40000
54041,40000
54043,40000
54045,40000
54047,40000
54049,40000
54051,40000
54053,40000
54055,40000
54057,40000
54059,40000
54061,40000
54063,40000
54065,40000
54067,40000
54069,40000
54071,40000
54073,40000
54075,40000
54077,40000
54079,40000
54081,40000
54083,40000
54085,40000
54087,40000
54089,40000
54091,40000
54093,40000
54095,40000
54097,40000
54099,40000
54101,40000
54103,40000
54105,40000
54107,40000
54109,40000
55001,40000
55003,40000
55005,40000
55007,40000
55009,40000
55011,40000
55013,40000
55015,40000
55017,40000
55019,40000
55021,40000
55023,40000
55025,40000
55027,40000
55029,40000
55031,40000
55033,40000
55035,40000
55037,40000
55039,40000
55041,40000
55043,40000
55045,40000
55047,40000
55049,40000
55051,40000
55053,40000
55055,40000
55057,40000
55059,40000
55061,40000
55063,40000
55065,40000
55067,40000
55069,40000
55071,40000
55073,40000
55075,40000
55077,40000
55078,40000
55079,40000
55081,40000
55083,40000
55085,40000
55087,40000
55089,40000
55091,40000
55093,40000
55095,40000
55097,40000
55099,40000
55101,40000
55103,40000
55105,40000
55107,40000
55109,40000
55111,40000
55113,40000
55115,40000
55117,40000
55119,40000
55121,40000
55123,40000
55125,40000
55127,40000
55129,40000
55131,40000
55133,40000
55135,40000
55137,40000
55139,40000
55141,40000
56001,40000
56003,40000
56005,40000
56007,40000
56009,40000
56011,40000
56013,40000
56015,40000
56017,40000
56019,40000
56021,40000
56023,40000
56025,40000
56027,40000
56029,40000
56031,40000
56033,40000
56035,40000
56037,40000
56039,40000
56041,40000
56043,40000
56045,40000
72001,40000
72003,40000
72005,40000
72007,40000
72009,40000
72011,40000
72013,40000
72015,40000
72017,40000
72019,40000
72021,40000
72023,40000
72025,40000
72027,40000
72029,40000
72031,40000
72033,40000
72035,40000
72037,40000
72039,40000
72041,40000
72043,40000
72045,40000
72047,40000
72049,40000
72051,40000
72053,40000
72054,40000
72055,40000
72057,40000
72059,40000
72061,40000
72063,40000
72065,40000
72067,40000
72069,40000
72071,40000
72073,40000
72075,40000
72077,40000
72079,40000
72081,40000
72083,40000
72085,40000
72087,40000
72089,40000
72091,40000
72093,40000
72095,40000
72097,40000
72099,40000
72101,40000
72103,40000
72105,40000
72107,40000
72109,40000
72111,40000
72113,40000
72115,40000
72117,40000
72119,40000
72121,40000
72123,40000
72125,40000
72127,40000
72129,40000
72131,40000
72133,40000
72135,40000
72137,40000
72139,40000
72141,40000
72143,40000
72145,40000
72147,40000
72149,40000
72151,40000
72153,40000
